Time,Seconds, Milliseconds,IR,Full,Visible,Lux,LED Status,LED Intensity,Test
2023/7/30 (Sunday) 12:32:19,20,20783,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,21,21085,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,21,21387,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,21,21691,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,21,21993,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,22,22295,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,22,22597,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,22,22899,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,23,23202,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,23,23504,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,23,23809,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,24,24112,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,24,24414,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,24,24716,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,25,25018,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,25,25320,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:19,25,25622,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,26,26027,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,26,26330,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,26,26632,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,26,26934,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,27,27237,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,27,27539,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,27,27841,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,28,28145,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,28,28447,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,28,28749,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,29,29051,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,29,29353,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,29,29655,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,29,29957,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,30,30261,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,30,30563,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,30,30865,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,31,31168,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,31,31470,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:25,31,31772,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,32,32176,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,32,32478,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,32,32782,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,33,33085,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,33,33387,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,33,33689,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,33,33990,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,34,34293,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,34,34594,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,34,34898,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,35,35199,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,35,35501,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,35,35803,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,36,36105,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,36,36407,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,36,36710,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,37,37013,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,37,37315,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,37,37617,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:31,37,37920,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,38,38323,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,38,38626,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,38,38928,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,39,39231,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,39,39534,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,39,39836,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,40,40138,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,40,40440,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,40,40742,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,41,41044,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,41,41348,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,41,41650,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,41,41953,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,42,42255,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,42,42557,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,42,42860,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,43,43162,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,43,43465,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,43,43768,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:37,44,44070,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,44,44474,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,44,44776,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,45,45078,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,45,45380,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,45,45684,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,45,45986,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,46,46289,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,46,46591,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,46,46893,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,47,47196,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,47,47498,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,47,47801,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,48,48104,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,48,48406,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,48,48708,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,49,49010,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,49,49313,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,49,49615,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,49,49918,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:43,50,50221,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,50,50624,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,50,50927,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,51,51229,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,51,51532,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,51,51834,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,52,52136,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,52,52439,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,52,52741,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,53,53043,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,53,53345,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,53,53648,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,53,53950,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,54,54252,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,54,54555,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,54,54858,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,55,55160,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,55,55462,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,55,55764,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,56,56067,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:50,56,56370,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,56,56775,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,57,57077,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,57,57379,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,57,57681,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,57,57984,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,58,58286,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,58,58588,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,58,58892,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,59,59194,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,59,59496,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,59,59799,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,60,60101,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,60,60403,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,60,60705,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,61,61009,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,61,61311,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,61,61613,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,61,61915,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,62,62217,1,7,6,0.84,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:32:56,62,62520,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:33:2,62,62923,2,7,5,0.58,LED OFF,0,Cuvette Dark
2023/7/30 (Sunday) 12:33:2,63,63227,2,7,5,0.58,LED OFF,0,Cuvette Dark
Time,Seconds, Milliseconds,IR,Full,Visible,Lux,LED Status,LED Intensity,Test
2023/7/30 (Sunday) 12:33:16,1,1266,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,1,1568,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,1,1870,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,2,2173,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,2,2475,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,2,2779,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,3,3081,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,3,3383,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,3,3686,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,3,3988,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,4,4290,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,4,4594,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,4,4896,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,5,5198,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,5,5500,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,5,5802,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,6,6106,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,6,6408,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,6,6715,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:16,7,7017,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,7,7421,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,7,7723,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,8,8025,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,8,8327,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,8,8629,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,8,8933,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,9,9235,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,9,9537,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,9,9840,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,10,10142,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,10,10444,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,10,10748,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,11,11050,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,11,11352,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,11,11655,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,11,11957,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,12,12259,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,12,12563,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,12,12865,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:23,13,13167,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,13,13571,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,13,13873,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,14,14176,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,14,14478,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,14,14782,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,15,15084,24,179,155,21.90,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,15,15387,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,15,15689,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,15,15991,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,16,16294,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,16,16597,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,16,16899,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,17,17202,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,17,17504,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,17,17807,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,18,18109,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,18,18412,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,18,18715,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,19,19017,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:29,19,19320,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,19,19723,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,20,20026,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,20,20328,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,20,20632,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,20,20934,24,181,157,22.22,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,21,21236,24,180,156,22.06,LED ON,255,Cuvette Light
2023/7/30 (Sunday) 12:33:35,21,21539,24,180,156,22.06,LED ON,255,Cuvette Light
